Région;Pays-1;Années;Population;Granularité
Western Pacific;Philippines;2003;41300,381;Female
Western Pacific;Philippines;2003;44937,089;Rural
Western Pacific;Philippines;2003;38094,865;Urban
Western Pacific;Philippines;2004;84710,542;Total
Western Pacific;Philippines;2004;42571,483;Male
Western Pacific;Philippines;2004;42139,061;Female
Western Pacific;Philippines;2004;45900,211;Rural
Western Pacific;Philippines;2004;38778,282;Urban
Western Pacific;Philippines;2005;86326,25;Total
Western Pacific;Philippines;2005;43386,652;Male
Western Pacific;Philippines;2005;42939,599;Female
Western Pacific;Philippines;2005;46838,332;Rural
Western Pacific;Philippines;2005;39435,905;Urban
Western Pacific;Philippines;2006;87888,675;Total
Western Pacific;Philippines;2006;44195,243;Male
Western Pacific;Philippines;2006;43693,432;Female
Western Pacific;Philippines;2006;47746,31;Rural
Western Pacific;Philippines;2006;40063,109;Urban
Western Pacific;Philippines;2007;89405,482;Total
Western Pacific;Philippines;2007;44997,408;Male
Western Pacific;Philippines;2007;44408,074;Female
Western Pacific;Philippines;2007;48629,037;Rural
Western Pacific;Philippines;2007;40664,453;Urban
Western Pacific;Philippines;2008;90901,965;Total
Western Pacific;Philippines;2008;45796,009;Male
Western Pacific;Philippines;2008;45105,958;Female
Western Pacific;Philippines;2008;49500,348;Rural
Western Pacific;Philippines;2008;41251,516;Urban
Western Pacific;Philippines;2009;92414,158;Total
Western Pacific;Philippines;2009;46595,267;Male
Western Pacific;Philippines;2009;45818,894;Female
Western Pacific;Philippines;2009;50379,709;Rural
Western Pacific;Philippines;2009;41841,17;Urban
Western Pacific;Philippines;2010;93966,78;Total
Western Pacific;Philippines;2010;47397,706;Male
Western Pacific;Philippines;2010;46569,078;Female
Western Pacific;Philippines;2010;51238,69;Rural
Western Pacific;Philippines;2010;42487,934;Urban
Western Pacific;Philippines;2011;95570,05;Total
Western Pacific;Philippines;2011;48204,861;Male
Western Pacific;Philippines;2011;47365,188;Female
Western Pacific;Philippines;2011;51905,589;Rural
Western Pacific;Philippines;2011;43372,351;Urban
Western Pacific;Philippines;2012;97212,643;Total
Western Pacific;Philippines;2012;49014,342;Male
Western Pacific;Philippines;2012;48198,297;Female
Western Pacific;Philippines;2012;52586,504;Rural
Western Pacific;Philippines;2012;44280,138;Urban
Western Pacific;Philippines;2013;98871,555;Total
Western Pacific;Philippines;2013;49820,011;Male
Western Pacific;Philippines;2013;49051,547;Female
Western Pacific;Philippines;2013;53275,654;Rural
Western Pacific;Philippines;2013;45205,378;Urban
Western Pacific;Philippines;2014;100513,142;Total
Western Pacific;Philippines;2014;50613,448;Male
Western Pacific;Philippines;2014;49899,689;Female
Western Pacific;Philippines;2014;53961,963;Rural
Western Pacific;Philippines;2014;46140,286;Urban
Western Pacific;Philippines;2015;102113,212;Total
Western Pacific;Philippines;2015;51388,76;Male
Western Pacific;Philippines;2015;50724,446;Female
Western Pacific;Philippines;2015;54638,16;Rural
Western Pacific;Philippines;2015;47078,199;Urban
Western Pacific;Philippines;2016;103663,816;Total
Western Pacific;Philippines;2016;52143,341;Male
Western Pacific;Philippines;2016;51520,471;Female
Western Pacific;Philippines;2016;55302,333;Rural
Western Pacific;Philippines;2016;48017,889;Urban
Western Pacific;Philippines;2017;105172,925;Total
Western Pacific;Philippines;2017;52879,298;Male
Western Pacific;Philippines;2017;52293,623;Female
Western Pacific;Philippines;2017;55939,801;Rural
Western Pacific;Philippines;2017;48978,289;Urban
Western Pacific;Philippines;2018;106651,394;Total
Western Pacific;Philippines;2018;53601,223;Male
Western Pacific;Philippines;2018;53050,171;Female
Western Pacific;Philippines;2018;56550,096;Rural
Western Pacific;Philippines;2018;49961,978;Urban
Europe;Poland;2000;38556,693;Total
Europe;Poland;2000;18718,191;Male
Europe;Poland;2000;19838,508;Female
Europe;Poland;2000;14758,595;Rural
Europe;Poland;2000;23791,9;Urban
Europe;Poland;2001;38529,582;Total
Europe;Poland;2001;18695,464;Male
Europe;Poland;2001;19834,121;Female
Europe;Poland;2001;14731,334;Rural
Europe;Poland;2001;23792,671;Urban
Europe;Poland;2002;38488,647;Total
Europe;Poland;2002;18665,365;Male
Europe;Poland;2002;19823,275;Female
Europe;Poland;2002;14706,001;Rural
Europe;Poland;2002;23778,471;Urban
Europe;Poland;2003;38441,824;Total
Europe;Poland;2003;18632,151;Male
Europe;Poland;2003;19809,67;Female
Europe;Poland;2003;14731,403;Rural
Europe;Poland;2003;23707,423;Urban
Europe;Poland;2004;38399,558;Total
Europe;Poland;2004;18601,395;Male
Europe;Poland;2004;19798,158;Female
Europe;Poland;2004;14757,919;Rural
Europe;Poland;2004;23638,147;Urban
Europe;Poland;2005;38368,949;Total
Europe;Poland;2005;18577,002;Male
Europe;Poland;2005;19791,955;Female
Europe;Poland;2005;14787,876;Rural
Europe;Poland;2005;23574,79;Urban
Europe;Poland;2006;38354,45;Total
Europe;Poland;2006;18560,964;Male
Europe;Poland;2006;19793,483;Female
Europe;Poland;2006;14822,414;Rural
Europe;Poland;2006;23518,622;Urban
Europe;Poland;2007;38353,338;Total
Europe;Poland;2007;18552,14;Male
Europe;Poland;2007;19801,199;Female
Europe;Poland;2007;14860,895;Rural
Europe;Poland;2007;23468,69;Urban
Europe;Poland;2008;38356,786;Total
Europe;Poland;2008;18547,371;Male
Europe;Poland;2008;19809,415;Female
Europe;Poland;2008;14902,394;Rural
Europe;Poland;2008;23423,295;Urban
Europe;Poland;2009;38351,916;Total
Europe;Poland;2009;18541,875;Male
Europe;Poland;2009;19810,049;Female
Europe;Poland;2009;14945,01;Rural
Europe;Poland;2009;23379,86;Urban
Europe;Poland;2010;38329,781;Total
Europe;Poland;2010;18532,193;Male
Europe;Poland;2010;19797,591;Female
Europe;Poland;2010;14987,475;Rural
Europe;Poland;2010;23335,927;Urban
Europe;Poland;2011;38286,831;Total
Europe;Poland;2011;18517,249;Male
Europe;Poland;2011;19769,575;Female
Europe;Poland;2011;15029,607;Rural
Europe;Poland;2011;23291,34;Urban
Europe;Poland;2012;38227,044;Total
Europe;Poland;2012;18498,273;Male
Europe;Poland;2012;19728,76;Female
Europe;Poland;2012;15076,293;Rural
Europe;Poland;2012;23241,111;Urban
Europe;Poland;2013;38158,041;Total
Europe;Poland;2013;18476,75;Male
Europe;Poland;2013;19681,293;Female
Europe;Poland;2013;15121,151;Rural
Europe;Poland;2013;23188,3;Urban
Europe;Poland;2014;38091,089;Total
Europe;Poland;2014;18455,058;Male
Europe;Poland;2014;19636,037;Female
Europe;Poland;2014;15162,767;Rural
Europe;Poland;2014;23130,293;Urban
Europe;Poland;2015;38034,079;Total
Europe;Poland;2015;18434,8;Male
Europe;Poland;2015;19599,276;Female
Europe;Poland;2015;15199,849;Rural
Europe;Poland;2015;23065,377;Urban
Europe;Poland;2016;37989,22;Total
Europe;Poland;2016;18416,245;Male
Europe;Poland;2016;19572,973;Female
Europe;Poland;2016;15221,747;Rural
Europe;Poland;2016;23002,663;Urban
Europe;Poland;2017;37953,18;Total
Europe;Poland;2017;18398,417;Male
Europe;Poland;2017;19554,759;Female
Europe;Poland;2017;15228,329;Rural
Europe;Poland;2017;22942,383;Urban
Europe;Poland;2018;37921,592;Total
Europe;Poland;2018;18380,324;Male
Europe;Poland;2018;19541,261;Female
Europe;Poland;2018;15219,933;Rural
Europe;Poland;2018;22884,899;Urban
Europe;Portugal;2000;10297,112;Total
Europe;Portugal;2000;4965,724;Male
Europe;Portugal;2000;5331,393;Female
Europe;Portugal;2000;4721,99;Rural
Europe;Portugal;2000;5633,127;Urban
Europe;Portugal;2001;10341,454;Total
Europe;Portugal;2001;4990,758;Male
Europe;Portugal;2001;5350,698;Female
Europe;Portugal;2001;4675,151;Rural
Europe;Portugal;2001;5724,161;Urban
Europe;Portugal;2002;10385,987;Total
Europe;Portugal;2002;5016,767;Male
Europe;Portugal;2002;5369,226;Female
Europe;Portugal;2002;4630,074;Rural
Europe;Portugal;2002;5813,594;Urban
Europe;Portugal;2003;10429,612;Total
Europe;Portugal;2003;5041,878;Male
Europe;Portugal;2003;5387,737;Female
Europe;Portugal;2003;4584,232;Rural
Europe;Portugal;2003;5902,881;Urban
Europe;Portugal;2004;10470,921;Total
Europe;Portugal;2004;5063,594;Male
Europe;Portugal;2004;5407,332;Female
Europe;Portugal;2004;4536,981;Rural
Europe;Portugal;2004;5991,287;Urban
Europe;Portugal;2005;10508,495;Total
Europe;Portugal;2005;5079,966;Male
Europe;Portugal;2005;5428,528;Female
Europe;Portugal;2005;4488,055;Rural
Europe;Portugal;2005;6077,668;Urban
Europe;Portugal;2006;10542,83;Total
Europe;Portugal;2006;5090,837;Male
Europe;Portugal;2006;5452;Female
Europe;Portugal;2006;4437,475;Rural
Europe;Portugal;2006;6162,476;Urban
Europe;Portugal;2007;10573,143;Total
Europe;Portugal;2007;5096,376;Male
Europe;Portugal;2007;5476,774;Female
Europe;Portugal;2007;4385,066;Rural
Europe;Portugal;2007;6245,054;Urban
Europe;Portugal;2008;10595,314;Total
Europe;Portugal;2008;5095,543;Male
Europe;Portugal;2008;5499,769;Female
Europe;Portugal;2008;4329,158;Rural
Europe;Portugal;2008;6322,941;Urban
Europe;Portugal;2009;10604,056;Total
Europe;Portugal;2009;5087,2;Male
Europe;Portugal;2009;5516,866;Female
Europe;Portugal;2009;4268,076;Rural
Europe;Portugal;2009;6392,54;Urban
Europe;Portugal;2010;10596,058;Total
Europe;Portugal;2010;5070,876;Male
Europe;Portugal;2010;5525,179;Female
Europe;Portugal;2010;4200,496;Rural
Europe;Portugal;2010;6451,825;Urban
Europe;Portugal;2011;10569,38;Total
Europe;Portugal;2011;5045,848;Male
Europe;Portugal;2011;5523,54;Female
Europe;Portugal;2011;4126,097;Rural
Europe;Portugal;2011;6499,233;Urban
Europe;Portugal;2012;10526,308;Total
Europe;Portugal;2012;5013,178;Male
Europe;Portugal;2012;5513,13;Female
Europe;Portugal;2012;4046,172;Rural
Europe;Portugal;2012;6535,649;Urban
Europe;Portugal;2013;10473,021;Total
Europe;Portugal;2013;4976,555;Male
Europe;Portugal;2013;5496,47;Female
Europe;Portugal;2013;3963,418;Rural
Europe;Portugal;2013;6564,256;Urban
Europe;Portugal;2014;10418,218;Total
Europe;Portugal;2014;4940,939;Male
Europe;Portugal;2014;5477,285;Female
Europe;Portugal;2014;3881,018;Rural
Europe;Portugal;2014;6590,15;Urban
Europe;Portugal;2015;10368,351;Total
Europe;Portugal;2015;4909,968;Male
Europe;Portugal;2015;5458,378;Female
Europe;Portugal;2015;3801,276;Rural
Europe;Portugal;2015;6617,197;Urban
Europe;Portugal;2016;10325,538;Total
Europe;Portugal;2016;4885,027;Male
Europe;Portugal;2016;5440,513;Female
Europe;Portugal;2016;3724,867;Rural
Europe;Portugal;2016;6646,76;Urban
Europe;Portugal;2017;10288,527;Total
Europe;Portugal;2017;4865,4;Male
Europe;Portugal;2017;5423,127;Female
Europe;Portugal;2017;3651,305;Rural
Europe;Portugal;2017;6678,201;Urban
Europe;Portugal;2018;10256,193;Total
Europe;Portugal;2018;4849,952;Male
Europe;Portugal;2018;5406,24;Female
Europe;Portugal;2018;3580,203;Rural
Europe;Portugal;2018;6710,993;Urban
;;2000;3668,96;Total
;;2000;1763,553;Male
;;2000;1905,402;Female
;;2000;213,137;Rural
;;2000;3583,84;Urban
;;2001;3670,296;Total
;;2001;1763,155;Male
;;2001;1907,153;Female
;;2001;215,347;Rural
;;2001;3584,56;Urban
;;2002;3664,328;Total
;;2002;1759,109;Male
;;2002;1905,212;Female
;;2002;217,191;Rural
;;2002;3578,837;Urban
;;2003;3653,658;Total
;;2003;1752,882;Male
;;2003;1900,778;Female
;;2003;218,769;Rural
;;2003;3568,499;Urban
;;2004;3642,006;Total
;;2004;1746,503;Male
;;2004;1895,502;Female
;;2004;220,232;Rural
;;2004;3556,127;Urban
;;2005;3631,889;Total
;;2005;1741,35;Male
;;2005;1890,535;Female
;;2005;221,694;Rural
;;2005;3543,705;Urban
;;2006;3623,78;Total
;;2006;1737,737;Male
;;2006;1886,046;Female
;;2006;223,205;Rural
;;2006;3531,908;Urban
;;2007;3616,34;Total
;;2007;1734,889;Male
;;2007;1881,452;Female
;;2007;224,75;Rural
;;2007;3520,508;Urban
;;2008;3608,032;Total
;;2008;1731,803;Male
;;2008;1876,227;Female
;;2008;226,328;Rural
;;2008;3509,46;Urban
;;2009;3596,54;Total
;;2009;1726,967;Male
;;2009;1869,565;Female
;;2009;227,91;Rural
;;2009;3498,421;Urban
;;2010;3579,841;Total
;;2010;1719,138;Male
;;2010;1860,704;Female
;;2010;229,491;Rural
;;2010;3487,202;Urban
;;2011;3559,861;Total
;;2011;1709,172;Male
;;2011;1850,69;Female
;;2011;230,841;Rural
;;2011;3476,143;Urban
;;2012;3536,572;Total
;;2012;1697,143;Male
;;2012;1839,427;Female
;;2012;231,979;Rural
;;2012;3465,597;Urban
;;2013;3503,858;Total
;;2013;1680,139;Male
;;2013;1823,726;Female
;;2013;232,917;Rural
;;2013;3455,806;Urban
;;2014;3453,672;Total
;;2014;1654,31;Male
;;2014;1799,357;Female
;;2014;233,672;Rural
;;2014;3447,043;Urban
;;2015;3381,518;Total
;;2015;1617,593;Male
;;2015;1763,919;Female
;;2015;234,255;Rural
;;2015;3439,473;Urban
;;2016;3283,125;Total
;;2016;1567,875;Male
;;2016;1715,246;Female
;;2016;234,673;Rural
;;2016;3433,23;Urban
;;2017;3163,667;Total
;;2017;1507,712;Male
;;2017;1655,964;Female
;;2017;234,919;Rural
;;2017;3428,212;Urban
;;2018;3039,596;Total
;;2018;1445,326;Male
;;2018;1594,272;Female
;;2018;234,967;Rural
;;2018;3424,04;Urban
Eastern Mediterranean;Qatar;2000;592,468;Total
Eastern Mediterranean;Qatar;2000;386,333;Male
Eastern Mediterranean;Qatar;2000;206,134;Female
Eastern Mediterranean;Qatar;2000;21,85;Rural
Eastern Mediterranean;Qatar;2000;570,417;Urban
Eastern Mediterranean;Qatar;2001;615,012;Total
Eastern Mediterranean;Qatar;2001;398,829;Male
Eastern Mediterranean;Qatar;2001;216,184;Female
Eastern Mediterranean;Qatar;2001;21,554;Rural
Eastern Mediterranean;Qatar;2001;595,332;Urban
Eastern Mediterranean;Qatar;2002;640,868;Total
Eastern Mediterranean;Qatar;2002;412,989;Male
Eastern Mediterranean;Qatar;2002;227,883;Female
Eastern Mediterranean;Qatar;2002;21,361;Rural
Eastern Mediterranean;Qatar;2002;624,298;Urban
Eastern Mediterranean;Qatar;2003;681,788;Total
Eastern Mediterranean;Qatar;2003;439,812;Male
Eastern Mediterranean;Qatar;2003;241,979;Female
Eastern Mediterranean;Qatar;2003;21,57;Rural
Eastern Mediterranean;Qatar;2003;667,016;Urban
Eastern Mediterranean;Qatar;2004;753,334;Total
Eastern Mediterranean;Qatar;2004;493,93;Male
Eastern Mediterranean;Qatar;2004;259,402;Female
Eastern Mediterranean;Qatar;2004;22,085;Rural
Eastern Mediterranean;Qatar;2004;736,77;Urban
Eastern Mediterranean;Qatar;2005;865,416;Total
Eastern Mediterranean;Qatar;2005;584,646;Male
Eastern Mediterranean;Qatar;2005;280,764;Female
Eastern Mediterranean;Qatar;2005;22,523;Rural
Eastern Mediterranean;Qatar;2005;842,34;Urban
Eastern Mediterranean;Qatar;2006;1022,711;Total
Eastern Mediterranean;Qatar;2006;716,572;Male
Eastern Mediterranean;Qatar;2006;306,132;Female
Eastern Mediterranean;Qatar;2006;23,534;Rural
Eastern Mediterranean;Qatar;2006;986,848;Urban
Eastern Mediterranean;Qatar;2007;1218,434;Total
Eastern Mediterranean;Qatar;2007;883,32;Male
Eastern Mediterranean;Qatar;2007;335,121;Female
Eastern Mediterranean;Qatar;2007;24,776;Rural
Eastern Mediterranean;Qatar;2007;1164,857;Urban
Eastern Mediterranean;Qatar;2008;1436,665;Total
Eastern Mediterranean;Qatar;2008;1069,536;Male
Eastern Mediterranean;Qatar;2008;367,134;Female
Eastern Mediterranean;Qatar;2008;25,861;Rural
Eastern Mediterranean;Qatar;2008;1363,481;Urban
Eastern Mediterranean;Qatar;2009;1654,95;Total
Eastern Mediterranean;Qatar;2009;1253,58;Male
Eastern Mediterranean;Qatar;2009;401,364;Female
Eastern Mediterranean;Qatar;2009;26,467;Rural
Eastern Mediterranean;Qatar;2009;1564,313;Urban
Eastern Mediterranean;Qatar;2010;1856,327;Total
Eastern Mediterranean;Qatar;2010;1419,289;Male
Eastern Mediterranean;Qatar;2010;437,04;Female
Eastern Mediterranean;Qatar;2010;26,68;Rural
Eastern Mediterranean;Qatar;2010;1752,996;Urban
Eastern Mediterranean;Qatar;2011;2035,871;Total
Eastern Mediterranean;Qatar;2011;1561,729;Male
Eastern Mediterranean;Qatar;2011;474,133;Female
Eastern Mediterranean;Qatar;2011;27,283;Rural
Eastern Mediterranean;Qatar;2011;1924,771;Urban
Eastern Mediterranean;Qatar;2012;2196,073;Total
Eastern Mediterranean;Qatar;2012;1683,807;Male
Eastern Mediterranean;Qatar;2012;512,271;Female
Eastern Mediterranean;Qatar;2012;27,484;Rural
Eastern Mediterranean;Qatar;2012;2082,084;Urban
Eastern Mediterranean;Qatar;2013;2336,574;Total
Eastern Mediterranean;Qatar;2013;1786,771;Male
Eastern Mediterranean;Qatar;2013;549,808;Female
Eastern Mediterranean;Qatar;2013;27,334;Rural
Eastern Mediterranean;Qatar;2013;2223,139;Urban
Eastern Mediterranean;Qatar;2014;2459,198;Total
Eastern Mediterranean;Qatar;2014;1874,509;Male
Eastern Mediterranean;Qatar;2014;584,693;Female
Eastern Mediterranean;Qatar;2014;26,882;Rural
Eastern Mediterranean;Qatar;2014;2347,537;Urban
Eastern Mediterranean;Qatar;2015;2565,71;Total
Eastern Mediterranean;Qatar;2015;1950,209;Male
Eastern Mediterranean;Qatar;2015;615,499;Female
Eastern Mediterranean;Qatar;2015;26,186;Rural
Eastern Mediterranean;Qatar;2015;2455,353;Urban
Eastern Mediterranean;Qatar;2016;2654,374;Total
Eastern Mediterranean;Qatar;2016;2012,92;Male
Eastern Mediterranean;Qatar;2016;641,459;Female
Eastern Mediterranean;Qatar;2016;25,324;Rural
Eastern Mediterranean;Qatar;2016;2544,48;Urban
Eastern Mediterranean;Qatar;2017;2724,728;Total
Eastern Mediterranean;Qatar;2017;2061,731;Male
Eastern Mediterranean;Qatar;2017;662,996;Female
Eastern Mediterranean;Qatar;2017;24,338;Rural
Eastern Mediterranean;Qatar;2017;2614,873;Urban
Eastern Mediterranean;Qatar;2018;2781,682;Total
Eastern Mediterranean;Qatar;2018;2100,301;Male
Eastern Mediterranean;Qatar;2018;681,381;Female
Eastern Mediterranean;Qatar;2018;23,303;Rural
Eastern Mediterranean;Qatar;2018;2671,546;Urban
Western Pacific;Republic of Korea;2000;47379,241;Total
Western Pacific;Republic of Korea;2000;23771,911;Male
Western Pacific;Republic of Korea;2000;23607,326;Female
Western Pacific;Republic of Korea;2000;9656,885;Rural
Western Pacific;Republic of Korea;2000;37729,427;Urban
Western Pacific;Republic of Korea;2001;47706,224;Total
Western Pacific;Republic of Korea;2001;23935,491;Male
Western Pacific;Republic of Korea;2001;23770,735;Female
Western Pacific;Republic of Korea;2001;9571,083;Rural
Western Pacific;Republic of Korea;2001;38141,705;Urban
Western Pacific;Republic of Korea;2002;47999,547;Total
Western Pacific;Republic of Korea;2002;24082,827;Male
Western Pacific;Republic of Korea;2002;23916,724;Female
Western Pacific;Republic of Korea;2002;9457,554;Rural
Western Pacific;Republic of Korea;2002;38547,232;Urban
Western Pacific;Republic of Korea;2003;48260,897;Total
Western Pacific;Republic of Korea;2003;24214,025;Male
Western Pacific;Republic of Korea;2003;24046,876;Female
Western Pacific;Republic of Korea;2003;9338,132;Rural
Western Pacific;Republic of Korea;2003;38926,894;Urban
Western Pacific;Republic of Korea;2004;48493,441;Total
Western Pacific;Republic of Korea;2004;24329,634;Male
Western Pacific;Republic of Korea;2004;24163,8;Female
Western Pacific;Republic of Korea;2004;9213,825;Rural
Western Pacific;Republic of Korea;2004;39284,258;Urban
Western Pacific;Republic of Korea;2005;48701,073;Total
Western Pacific;Republic of Korea;2005;24430,938;Male
Western Pacific;Republic of Korea;2005;24270,131;Female
Western Pacific;Republic of Korea;2005;9086,487;Rural
Western Pacific;Republic of Korea;2005;39622,01;Urban
Western Pacific;Republic of Korea;2006;48880,451;Total
Western Pacific;Republic of Korea;2006;24515,861;Male
Western Pacific;Republic of Korea;2006;24364,588;Female
Western Pacific;Republic of Korea;2006;9031,912;Rural
Western Pacific;Republic of Korea;2006;39863,933;Urban
Western Pacific;Republic of Korea;2007;49034,81;Total
Western Pacific;Republic of Korea;2007;24586,479;Male
Western Pacific;Republic of Korea;2007;24448,334;Female
Western Pacific;Republic of Korea;2007;9012,35;Rural
Western Pacific;Republic of Korea;2007;40050,079;Urban
Western Pacific;Republic of Korea;2008;49182,456;Total
Western Pacific;Republic of Korea;2008;24653,124;Male
Western Pacific;Republic of Korea;2008;24529,334;Female
Western Pacific;Republic of Korea;2008;8990,762;Rural
Western Pacific;Republic of Korea;2008;40228,223;Urban
Western Pacific;Republic of Korea;2009;49347,461;Total
Western Pacific;Republic of Korea;2009;24729,487;Male
Western Pacific;Republic of Korea;2009;24617,963;Female
Western Pacific;Republic of Korea;2009;8969,877;Rural
Western Pacific;Republic of Korea;2009;40409,331;Urban
Western Pacific;Republic of Korea;2010;49545,636;Total
Western Pacific;Republic of Korea;2010;24824,625;Male
Western Pacific;Republic of Korea;2010;24721,013;Female
Western Pacific;Republic of Korea;2010;8951,241;Rural
Western Pacific;Republic of Korea;2010;40601,614;Urban
Western Pacific;Republic of Korea;2011;49786,159;Total
Western Pacific;Republic of Korea;2011;24943,614;Male
Western Pacific;Republic of Korea;2011;24842,539;Female
Western Pacific;Republic of Korea;2011;8992,55;Rural
Western Pacific;Republic of Korea;2011;40752,109;Urban
Western Pacific;Republic of Korea;2012;50060,639;Total
Western Pacific;Republic of Korea;2012;25081,76;Male
Western Pacific;Republic of Korea;2012;24978,879;Female
Western Pacific;Republic of Korea;2012;9065,944;Rural
Western Pacific;Republic of Korea;2012;40886,3;Urban
Western Pacific;Republic of Korea;2013;50345,717;Total
Western Pacific;Republic of Korea;2013;25226,274;Male
Western Pacific;Republic of Korea;2013;25119,446;Female
Western Pacific;Republic of Korea;2013;9141,362;Rural
Western Pacific;Republic of Korea;2013;41027,88;Urban
Western Pacific;Republic of Korea;2014;50607,907;Total
Western Pacific;Republic of Korea;2014;25358,763;Male
Western Pacific;Republic of Korea;2014;25249,141;Female
Western Pacific;Republic of Korea;2014;9217,129;Rural
Western Pacific;Republic of Korea;2014;41168,431;Urban
Western Pacific;Republic of Korea;2015;50823,093;Total
Western Pacific;Republic of Korea;2015;25466,024;Male
Western Pacific;Republic of Korea;2015;25357,063;Female
Western Pacific;Republic of Korea;2015;9291,811;Rural
Western Pacific;Republic of Korea;2015;41301,851;Urban
Western Pacific;Republic of Korea;2016;50983,457;Total
Western Pacific;Republic of Korea;2016;25543,759;Male
Western Pacific;Republic of Korea;2016;25439,687;Female
Western Pacific;Republic of Korea;2016;9365,142;Rural
Western Pacific;Republic of Korea;2016;41426,777;Urban
Western Pacific;Republic of Korea;2017;51096,415;Total
Western Pacific;Republic of Korea;2017;25596,091;Male
Western Pacific;Republic of Korea;2017;25500,317;Female
Western Pacific;Republic of Korea;2017;9429,948;Rural
Western Pacific;Republic of Korea;2017;41552,264;Urban
Western Pacific;Republic of Korea;2018;51171,706;Total
Western Pacific;Republic of Korea;2018;25628,383;Male
Western Pacific;Republic of Korea;2018;25543,317;Female
Western Pacific;Republic of Korea;2018;9486,209;Rural
Western Pacific;Republic of Korea;2018;41678,226;Urban
Europe;Republic of Moldova;2000;4202,658;Total
Europe;Republic of Moldova;2000;2011,495;Male
Europe;Republic of Moldova;2000;2191,164;Female
Europe;Republic of Moldova;2000;2327,849;Rural
Europe;Republic of Moldova;2000;1873,24;Urban
Europe;Republic of Moldova;2001;4187,093;Total
Europe;Republic of Moldova;2001;2004,32;Male
Europe;Republic of Moldova;2001;2182,777;Female
Europe;Republic of Moldova;2001;2335,976;Rural
Europe;Republic of Moldova;2001;1849,529;Urban
Europe;Republic of Moldova;2002;4178,23;Total
Europe;Republic of Moldova;2002;2000,103;Male
Europe;Republic of Moldova;2002;2178,125;Female
Europe;Republic of Moldova;2002;2347,732;Rural
Europe;Republic of Moldova;2002;1828,884;Urban
Europe;Republic of Moldova;2003;4173,274;Total
Europe;Republic of Moldova;2003;1997,731;Male
Europe;Republic of Moldova;2003;2175,545;Female
Europe;Republic of Moldova;2003;2361,602;Rural
Europe;Republic of Moldova;2003;1810,044;Urban
Europe;Republic of Moldova;2004;4167,959;Total
Europe;Republic of Moldova;2004;1995,44;Male
Europe;Republic of Moldova;2004;2172,522;Female
Europe;Republic of Moldova;2004;2375,227;Rural
Europe;Republic of Moldova;2004;1791,11;Urban
Europe;Republic of Moldova;2005;4159,293;Total
Europe;Republic of Moldova;2005;1991,992;Male
Europe;Republic of Moldova;2005;2167,304;Female
Europe;Republic of Moldova;2005;2379,259;Rural
Europe;Republic of Moldova;2005;1778,44;Urban
Europe;Republic of Moldova;2006;4146,265;Total
Europe;Republic of Moldova;2006;1986,99;Male
Europe;Republic of Moldova;2006;2159,274;Female
Europe;Republic of Moldova;2006;2373,123;Rural
Europe;Republic of Moldova;2006;1771,607;Urban
Europe;Republic of Moldova;2007;4130,136;Total
Europe;Republic of Moldova;2007;1980,932;Male
Europe;Republic of Moldova;2007;2149,197;Female
Europe;Republic of Moldova;2007;2365,195;Rural
Europe;Republic of Moldova;2007;1763,454;Urban
Europe;Republic of Moldova;2008;4112,891;Total
Europe;Republic of Moldova;2008;1974,507;Male
Europe;Republic of Moldova;2008;2138,379;Female
Europe;Republic of Moldova;2008;2356,613;Rural
Europe;Republic of Moldova;2008;1754,827;Urban
Europe;Republic of Moldova;2009;4097,518;Total
Europe;Republic of Moldova;2009;1968,783;Male
Europe;Republic of Moldova;2009;2128,732;Female
Europe;Republic of Moldova;2009;2349,053;Rural
Europe;Republic of Moldova;2009;1746,987;Urban
Europe;Republic of Moldova;2010;4086,081;Total
Europe;Republic of Moldova;2010;1964,484;Male
Europe;Republic of Moldova;2010;2121,606;Female
Europe;Republic of Moldova;2010;2343,69;Rural
Europe;Republic of Moldova;2010;1740,791;Urban
Europe;Republic of Moldova;2011;4079,164;Total
Europe;Republic of Moldova;2011;1961,8;Male
Europe;Republic of Moldova;2011;2117,367;Female
Europe;Republic of Moldova;2011;2340,872;Rural
Europe;Republic of Moldova;2011;1736,496;Urban
Europe;Republic of Moldova;2012;4075,808;Total
Europe;Republic of Moldova;2012;1960,352;Male
Europe;Republic of Moldova;2012;2115,452;Female
Europe;Republic of Moldova;2012;2340,031;Rural
Europe;Republic of Moldova;2012;1733,672;Urban
Europe;Republic of Moldova;2013;4074,591;Total
Europe;Republic of Moldova;2013;1959,517;Male
Europe;Republic of Moldova;2013;2115,068;Female
Europe;Republic of Moldova;2013;2340,291;Rural
Europe;Republic of Moldova;2013;1731,673;Urban
Europe;Republic of Moldova;2014;4073,407;Total
Europe;Republic of Moldova;2014;1958,374;Male
Europe;Republic of Moldova;2014;2115,033;Female
Europe;Republic of Moldova;2014;2340,388;Rural
Europe;Republic of Moldova;2014;1729,551;Urban
Europe;Republic of Moldova;2015;4070,7;Total
Europe;Republic of Moldova;2015;1956,267;Male
Europe;Republic of Moldova;2015;2114,438;Female
Europe;Republic of Moldova;2015;2338,327;Rural
Europe;Republic of Moldova;2015;1727,653;Urban
Europe;Republic of Moldova;2016;4066,009;Total
Europe;Republic of Moldova;2016;1952,97;Male
Europe;Republic of Moldova;2016;2113,043;Female
Europe;Republic of Moldova;2016;2333,836;Rural
